chrom,chromStart,chromEnd,symbol,cell,rep,score,strand
chr8,47591546,47591638,SPIDR,THP,A,5.33292453363481,+
chr8,9728659,9728741,TNKS,THP,A,5.33292453363481,+
chr8,42951079,42951149,HOOK3,THP,A,5.33292453363481,+
chr8,133539841,133539938,ST3GAL1,THP,A,10.3249833490839,-
chr8,55759506,55759589,TMEM68,THP,A,10.3249833490839,-
chr8,42535140,42535195,SLC20A2,THP,A,10.3249833490839,-
chr8,80110439,80110560,TPD52,THP,A,5.33292453363481,-
chr8,98611912,98612026,STK3,THP,A,5.33292453363481,-
chr8,116751230,116751321,EIF3H,THP,A,5.33292453363481,-
chr8,104490492,104490578,LRP12,THP,A,5.33292453363481,-
chr8,30718827,30718900,GSR,THP,A,5.33292453363481,-
chr8,42522910,42522937,SLC20A2,THP,A,5.33292453363481,-
chr9,6435701,6435766,UHRF2,THP,A,5.33292453363481,+
chr9,6005456,6005536,KIAA2026,THP,A,5.33292453363481,-
chr9,125571818,125571893,MAPKAP1,THP,A,5.33292453363481,-
chrX,136503838,136503942,HTATSF1,THP,A,5.33292453363481,+
chrX,134488115,134488195,HPRT1,THP,A,5.33292453363481,+
chrX,96849120,96849182,DIAPH2,THP,A,5.33292453363481,+
chrX,113870010,113870089,XACT,THP,A,5.33292453363481,-
chr1,235839725,235839756,LYST,THP,A,21.7388323294722,-
chr12,123597589,123597616,TMED2,THP,A,21.7388323294722,+
chr3,177176073,177176148,TBL1XR1,THP,A,20.4518524289788,-
chr7,101205991,101206074,PLOD3,THP,A,20.4518524289788,-
chr10,75526118,75526128,LRMDA,THP,A,15.2803974465818,+
chr20,41218352,41218438,ZHX3,THP,A,15.2803974465818,-
chr21,14371417,14371481,HSPA13,THP,A,15.2803974465818,-
chr5,136182494,136182610,SMAD5,THP,A,15.2803974465818,+
chr6,75237835,75237888,COX7A2,THP,A,39.0982856456746,-
chr1,198320535,198320569,NEK7,THP,A,18.0885440828023,+
chr1,171586099,171586138,PRRC2C,THP,A,10.345151255494,+
chr1,171586080,171586099,PRRC2C,THP,A,10.345151255494,+
chr11,48010138,48010283,PTPRJ,THP,A,10.345151255494,+
chr11,67133133,67133182,KDM2A,THP,A,10.345151255494,+
chr12,112056275,112056343,"NAA25",THP,A,10.345151255494,-
chr14,103557928,103557999,BAG5,THP,A,20.2126665734278,-
chr16,48541777,48541892,N4BP1,THP,A,20.2126665734278,-
chr16,89789673,89789759,FANCA,THP,A,10.345151255494,-
chr17,35609176,35609274,AP2B1,THP,A,10.345151255494,+
chr17,29467631,29467686,TAOK1,THP,A,10.345151255494,+
chr18,12968099,12968182,SEH1L,THP,A,10.345151255494,+
chr18,48919967,48920090,SMAD7,THP,A,10.345151255494,-
chr3,150432352,150432423,TSC22D2,THP,A,10.345151255494,+
chr3,142310919,142311019,XRN1,THP,A,10.345151255494,-
chr4,18019314,18019418,LCORL,THP,A,10.345151255494,-
chr6,36855593,36855656,PPIL1,THP,A,10.345151255494,-
chr7,111327513,111327613,IMMP2L,THP,A,10.345151255494,-
chr7,139562032,139562086,HIPK2,THP,A,10.345151255494,-
chr8,31108468,31108552,WRN,THP,A,10.345151255494,+
chr8,94743576,94743636,DPY19L4,THP,A,10.345151255494,+
chr9,37186214,37186248,ZCCHC7,THP,A,10.345151255494,+
chr1,202365317,202365396,PPP1R12B,THP,A,17.9849757366754,+
chr5,139476132,139476136,TMEM173,THP,A,17.9849757366754,-
chr8,22006052,22006173,XPO7,THP,A,17.9849757366754,+
chr1,235203704,235203804,ARID4B,THP,A,15.3055172981581,-
chr11,57775229,57775241,CTNND1,THP,A,15.3055172981581,+
chr19,2786597,2786677,THOP1,THP,A,15.3055172981581,+
chr5,58971342,58971496,PDE4D,THP,A,15.3055172981581,-
chr5,140558391,140558509,APBB3,THP,A,15.3055172981581,-
chr1,150386327,150386363,RPRD2,THP,A,20.2429780659034,+
chr6,163566186,163566223,QKI,THP,A,20.2429780659034,+
chr18,3255991,3256100,MYL12A,THP,A,400,+
chr3,18348389,18348411,SATB1,THP,A,21.3252582377878,-
chr3,18348411,18348430,SATB1,THP,A,21.3252582377878,-
chr1,40267392,40267447,ZMPSTE24,THP,A,17.7778039536983,+
chr1,151698800,151698958,SNX27,THP,A,15.0974969241068,+
chr1,27850801,27850897,PPP1R8,THP,A,15.0974969241068,+
chr1,120958558,120958650,LINC00623,THP,A,10.1380111021918,+
chr1,248918577,248918670,PGBD2,THP,A,5.12517540471629,+
chr1,235389198,235389288,TBCE,THP,A,5.12517540471629,+
chr1,174684744,174684815,RABGAP1L,THP,A,5.12517540471629,+
chr1,224117455,224117486,FBXO28,THP,A,5.12517540471629,+
chr1,151201110,151201132,PIP5K1A,THP,A,5.12517540471629,+
chr1,28939508,28939522,EPB41,THP,A,5.12517540471629,+
chr1,19598912,19598919,MINOS1|NBL1,THP,A,5.12517540471629,+
chr1,184734424,184734460,EDEM3,THP,A,10.1380111021918,-
chr1,226252274,226252294,LIN9,THP,A,10.1380111021918,-
chr1,236258862,236258953,ERO1B,THP,A,5.12517540471629,-
chr1,1861394,1861461,GNB1,THP,A,5.12517540471629,-
chr1,153938694,153938733,DENND4B,THP,A,5.12517540471629,-
chr1,235233125,235233142,ARID4B,THP,A,5.12517540471629,-
chr10,65678562,65678667,LINC01515,THP,A,5.12517540471629,+
chr10,103411374,103411394,PDCD11,THP,A,5.12517540471629,+
chr10,68021835,68021852,HERC4,THP,A,10.1380111021918,-
chr10,87811249,87811342,ATAD1,THP,A,5.12517540471629,-
chr10,21977084,21977176,DNAJC1,THP,A,5.12517540471629,-
chr10,63494445,63494521,JMJD1C,THP,A,5.12517540471629,-
chr10,52695550,52695604,LNCAROD,THP,A,5.12517540471629,-
chr11,86305372,86305476,HIKESHI,THP,A,5.12517540471629,+
chr11,3881331,3881420,STIM1,THP,A,5.12517540471629,+
chr11,46641053,46641130,ATG13,THP,A,5.12517540471629,+
chr12,46474426,46474554,AC008014.1,THP,A,5.12517540471629,+
chr12,46468834,46468951,AC008014.1,THP,A,5.12517540471629,+
chr12,12798350,12798449,APOLD1,THP,A,5.12517540471629,+
chr12,122542657,122542744,KNTC1,THP,A,5.12517540471629,+
chr12,133005125,133005185,ZNF26,THP,A,5.12517540471629,+
chr12,68744396,68744443,NUP107,THP,A,5.12517540471629,+
chr12,124998999,124999017,BRI3BP,THP,A,5.12517540471629,+
chr12,53210736,53210876,RARG,THP,A,5.12517540471629,-
chr12,119795337,119795425,CIT,THP,A,5.12517540471629,-
chr12,76537872,76537943,OSBPL8,THP,A,5.12517540471629,-
chr12,123294108,123294155,SBNO1,THP,A,5.12517540471629,-
chr12,71650242,71650284,ZFC3H1,THP,A,5.12517540471629,-
chr13,99720100,99720192,CLYBL,THP,A,10.1380111021918,+
chr13,32296561,32296595,FRY,THP,A,5.12517540471629,+
chr13,99701675,99701704,CLYBL,THP,A,5.12517540471629,+
chr14,102202685,102202817,WDR20,THP,A,5.12517540471629,+
chr14,55295270,55295355,FBXO34,THP,A,5.12517540471629,+
chr14,32077359,32077432,ARHGAP5,THP,A,5.12517540471629,+
chr14,70993566,70993613,PCNX1,THP,A,5.12517540471629,+
chr14,63505248,63505336,PPP2R5E,THP,A,10.1380111021918,-
chr14,90871509,90871594,RPS6KA5,THP,A,5.12517540471629,-
chr14,80709396,80709426,CEP128,THP,A,5.12517540471629,-
chr15,75340579,75340672,COMMD4,THP,A,10.1380111021918,+
chr15,40956037,40956048,CHAC1,THP,A,10.1380111021918,+
chr15,78491454,78491553,IREB2,THP,A,5.12517540471629,+
chr15,45606731,45606805,BLOC1S6,THP,A,5.12517540471629,+
chr15,60456484,60456550,ICE2,THP,A,10.1380111021918,-
chr15,25747398,25747514,ATP10A,THP,A,5.12517540471629,-
chr15,75427440,75427500,SIN3A,THP,A,5.12517540471629,-
chr15,58618769,58618823,ADAM10,THP,A,5.12517540471629,-
chr16,1751293,1751350,MAPK8IP3,THP,A,5.12517540471629,+
chr16,75041334,75041390,ZNRF1,THP,A,5.12517540471629,+
chr16,69354945,69355089,AC026464.3,THP,A,5.12517540471629,-
chr16,4031797,4031903,ADCY9,THP,A,5.12517540471629,-
chr16,70242552,70242621,SMG1P7,THP,A,5.12517540471629,-
chr16,84591816,84591836,COTL1,THP,A,5.12517540471629,-
chr17,31132635,31132783,NF1,THP,A,5.12517540471629,+
chr17,60664764,60664839,PPM1D,THP,A,5.12517540471629,+
chr17,30886688,30886754,ATAD5,THP,A,5.12517540471629,+
chr17,58704280,58704336,RAD51C,THP,A,5.12517540471629,+
chr17,2114437,2114503,SMG6,THP,A,5.12517540471629,-
chr18,37023217,37023289,KIAA1328,THP,A,5.12517540471629,+
chr18,12849497,12849570,PTPN2,THP,A,5.12517540471629,-
chr19,1384815,1384901,NDUFS7,THP,A,5.12517540471629,+
chr19,937187,937209,ARID3A,THP,A,5.12517540471629,+
chr19,10171048,10171124,DNMT1,THP,A,15.0974969241068,-
chr19,16438556,16438605,EPS15L1,THP,A,5.12517540471629,-
chr19,9563867,9563885,ZNF121,THP,A,5.12517540471629,-
chr19,3685939,3685946,PIP5K1C,THP,A,5.12517540471629,-
chr2,10427403,10427431,HPCAL1,THP,A,20.0336649670771,+
chr2,216139172,216139199,XRCC5,THP,A,10.1380111021918,+
chr2,42580370,42580444,MTA3,THP,A,5.12517540471629,+
chr2,84999102,84999157,KCMF1,THP,A,5.12517540471629,+
chr2,208341805,208341852,PIKFYVE,THP,A,5.12517540471629,+
chr2,202916188,202916214,CARF,THP,A,5.12517540471629,+
chr2,36981166,36981291,HEATR5B,THP,A,10.1380111021918,-
chr2,3365247,3365348,EIPR1,THP,A,5.12517540471629,-
chr2,68042608,68042683,C1D,THP,A,5.12517540471629,-
chr2,151248778,151248852,RBM43,THP,A,5.12517540471629,-
chr2,206120652,206120715,NDUFS1,THP,A,5.12517540471629,-
chr2,200884423,200884444,PPIL3,THP,A,5.12517540471629,-
chr20,49158746,49158816,STAU1,THP,A,5.12517540471629,-
chr20,3154681,3154701,FASTKD5|UBOX5,THP,A,5.12517540471629,-
chr21,33344101,33344164,IFNAR1,THP,A,5.12517540471629,+
chr3,188315273,188315392,LPP,THP,A,5.12517540471629,+
chr3,58053435,58053534,FLNB,THP,A,5.12517540471629,+
chr3,23383558,23383633,UBE2E2,THP,A,5.12517540471629,+
chr3,194426846,194426991,ATP13A3,THP,A,5.12517540471629,-
chr3,47709648,47709762,SMARCC1,THP,A,5.12517540471629,-
chr3,17583272,17583291,TBC1D5,THP,A,5.12517540471629,-
chr4,87140400,87140482,AFF1,THP,A,10.1380111021918,+
chr4,53437125,53437193,AC058822.1|FIP1L1,THP,A,5.12517540471629,+
chr4,139152385,139152462,ELF2,THP,A,5.12517540471629,-
chr4,169243465,169243539,SH3RF1,THP,A,5.12517540471629,-
chr4,13410587,13410635,RAB28,THP,A,5.12517540471629,-
chr4,17609448,17609477,AC006160.1,THP,A,5.12517540471629,-
chr4,53049022,53049043,SCFD2,THP,A,5.12517540471629,-
chr5,7901631,7901737,MTRR,THP,A,5.12517540471629,+
chr5,112868766,112868854,SRP19,THP,A,5.12517540471629,+
chr5,131326773,131326855,CDC42SE2,THP,A,5.12517540471629,+
chr5,180543060,180543139,CNOT6,THP,A,5.12517540471629,+
chr5,10355598,10355640,MARCH6,THP,A,5.12517540471629,+
chr5,83053020,83053046,TMEM167A,THP,A,10.1380111021918,-
chr5,94704972,94705129,MCTP1,THP,A,5.12517540471629,-
chr5,160072582,160072734,PWWP2A,THP,A,5.12517540471629,-
chr5,171940897,171941001,FBXW11,THP,A,5.12517540471629,-
chr5,134157593,134157686,SKP1,THP,A,5.12517540471629,-
chr5,134645796,134645867,SAR1B,THP,A,5.12517540471629,-
chr6,73292548,73292577,EIF3EP1,THP,A,10.1380111021918,+
chr6,20797818,20797897,CDKAL1,THP,A,5.12517540471629,+
chr6,108586981,108587007,FOXO3,THP,A,5.12517540471629,+
chr6,159778966,159779078,TCP1,THP,A,34.9519079481876,-
chr6,45253715,45253827,SUPT3H,THP,A,10.1380111021918,-
chr7,101971926,101972027,CUX1,THP,A,5.12517540471629,+
chr7,149129774,149129862,ZNF398,THP,A,5.12517540471629,+
chr7,129427651,129427728,AHCYL2,THP,A,5.12517540471629,+
chr7,45051997,45052050,CCM2,THP,A,5.12517540471629,+
chr7,149200622,149200671,ZNF282,THP,A,5.12517540471629,+
chr7,98931974,98931998,TRRAP,THP,A,5.12517540471629,+
chr7,107480650,107480769,COG5,THP,A,5.12517540471629,-
chr7,5498095,5498188,FBXL18,THP,A,5.12517540471629,-
chr7,133014262,133014336,CHCHD3,THP,A,5.12517540471629,-
chr7,55540334,55540372,VOPP1,THP,A,5.12517540471629,-
chr8,28190095,28190187,ELP3,THP,A,10.1380111021918,+
chr8,57509316,57509402,AC090796.1,THP,A,10.1380111021918,+
chr8,37812699,37812726,ADGRA2,THP,A,10.1380111021918,+
chr8,37812682,37812699,ADGRA2,THP,A,10.1380111021918,+
chr8,57509170,57509240,AC090796.1,THP,A,5.12517540471629,+
chr8,38389221,38389290,LETM2,THP,A,5.12517540471629,+
chr8,120538017,120538118,SNTB1,THP,A,15.0974969241068,-
chr8,117936838,117936983,EXT1,THP,A,5.12517540471629,-
chr8,120667106,120667185,SNTB1,THP,A,5.12517540471629,-
chr8,47775077,47775112,PRKDC,THP,A,5.12517540471629,-
chr9,93101083,93101158,CARD19,THP,A,5.12517540471629,+
chr9,131202778,131202842,NUP214,THP,A,5.12517540471629,+
chr9,128230439,128230487,DNM1,THP,A,5.12517540471629,+
chr9,124413911,124413953,PSMB7,THP,A,15.0974969241068,-
chr9,71905957,71906083,ABHD17B,THP,A,10.1380111021918,-
chr9,71890009,71890034,ABHD17B,THP,A,10.1380111021918,-
chr9,113217786,113217861,FKBP15,THP,A,5.12517540471629,-
chr9,96408008,96408042,ZNF367,THP,A,5.12517540471629,-
chr9,33122414,33122433,B4GALT1,THP,A,5.12517540471629,-
chrX,147945857,147945946,FMR1,THP,A,5.12517540471629,+
chrX,71381229,71381253,TAF1,THP,A,5.12517540471629,+
chrX,113725376,113725455,XACT,THP,A,5.12517540471629,-
chrX,3668308,3668378,PRKX,THP,A,5.12517540471629,-
chr12,54240858,54240914,CBX5,THP,A,24.5567213625717,-
chr19,4795403,4795483,FEM1A,THP,A,21.1184841045446,+
chr3,43348612,43348737,SNRK,THP,A,19.8088811214156,+
chr8,116846587,116846622,RAD21,THP,A,19.8088811214156,-
chr1,40293998,40294094,ZMPSTE24,THP,A,24.4534820130457,+
chr6,160105422,160105520,IGF2R,THP,A,24.4534820130457,+
chr1,88705824,88705919,PKN2,THP,A,14.8742796941458,+
chr1,37493189,37493310,MEAF6,THP,A,14.8742796941458,-
chr1,235110082,235110103,TOMM20,THP,A,14.8742796941458,-
chr10,133410688,133410696,MTG1|AL360181.3,THP,A,14.8742796941458,+
chr11,119009900,119009924,CCDC84,THP,A,14.8742796941458,+
chr4,75760532,75760640,USO1,THP,A,14.8742796941458,+
chr5,138838544,138838675,CTNNA1,THP,A,14.8742796941458,+
chr3,46201958,46202118,CCR1,THP,A,27.7842831447505,-
chr1,87107099,87107249,HS2ST1,THP,A,9.91598240882175,+
chr1,965418,965486,KLHL17,THP,A,9.91598240882175,+
chr1,27404618,27404670,WASF2,THP,A,19.5673923978314,-
chr1,19789304,19789461,TMCO4,THP,A,9.91598240882175,-
chr11,77666835,77666903,RSF1,THP,A,9.91598240882175,-
chr12,105130900,105130989,WASHC4,THP,A,9.91598240882175,+
chr12,57075998,57076091,NEMP1,THP,A,9.91598240882175,-
chr14,89618177,89618284,FOXN3,THP,A,9.91598240882175,-
chr16,25994375,25994465,HS3ST4,THP,A,9.91598240882175,+
chr17,57264342,57264411,MSI2,THP,A,9.91598240882175,+
chr19,45729344,45729396,FBXO46,THP,A,9.91598240882175,-
chr2,32298563,32298646,YIPF4,THP,A,9.91598240882175,+
chr20,38577602,38577681,RALGAPB,THP,A,9.91598240882175,+
chr3,190631826,190631871,IL1RAP,THP,A,9.91598240882175,+
chr3,177171300,177171378,TBL1XR1,THP,A,9.91598240882175,-
chr5,61004127,61004239,NDUFAF2,THP,A,9.91598240882175,+
chr5,38959776,38959878,RICTOR,THP,A,9.91598240882175,-
chr6,37977246,37977336,ZFAND3,THP,A,9.91598240882175,+
chr6,45548124,45548198,RUNX2,THP,A,9.91598240882175,+
chr7,74668506,74668641,GTF2I,THP,A,9.91598240882175,+
chr7,18565060,18565098,HDAC9,THP,A,9.91598240882175,+
chr7,127730009,127730036,SND1,THP,A,9.91598240882175,+
chr7,156856161,156856263,LMBR1,THP,A,9.91598240882175,-
chr8,37860713,37860808,RAB11FIP1,THP,A,19.5673923978314,-
chr8,73551219,73551312,STAU2,THP,A,9.91598240882175,-
chr12,46358648,46358826,SLC38A2,THP,A,68.0239665705378,-
chr1,40073216,40073236,PPT1,THP,A,34.3339034145876,-
chr1,171585869,171585947,PRRC2C,THP,A,14.6346176064305,+
chr1,235458739,235458795,B3GALNT2,THP,A,14.6346176064305,-
chr11,130078758,130078839,APLP2,THP,A,14.6346176064305,+
chr14,68001484,68001609,RAD51B,THP,A,14.6346176064305,+
chr15,34980432,34980516,ZNF770,THP,A,14.6346176064305,-
chr3,196661900,196661993,NRROS,THP,A,14.6346176064305,+
chr7,148821031,148821123,EZH2,THP,A,20.8083254680408,-
chr8,120773295,120773387,SNTB1,THP,A,14.6346176064305,-
chr9,128809543,128809651,TBC1D13,THP,A,14.6346176064305,+
chrX,150887382,150887467,CD99L2,THP,A,14.6346176064305,-
chr3,186789700,186789822,EIF4A2,THP,A,67.7158400796013,+
chr17,68531068,68531092,PRKAR1A,THP,A,50.9343082719067,+
chr13,29510038,29510110,SLC7A1,THP,A,19.6048942181393,-
chr2,233096991,233097051,INPP5D,THP,A,19.6048942181393,+
chr10,87872714,87872746,PTEN,THP,A,17.3635020738668,+
chr1,150386296,150386307,RPRD2,THP,A,19.3934479605996,+
chr1,224948592,224948717,DNAH14,THP,A,9.6779234254726,+
chr1,24469165,24469275,NIPAL3,THP,A,9.6779234254726,+
chr1,45937074,45937182,MAST2,THP,A,4.90295103498887,+
chr1,113113559,113113652,LRIG2,THP,A,4.90295103498887,+
chr1,204557854,204557925,MDM4,THP,A,4.90295103498887,+
chr1,167311950,167312012,POU2F1,THP,A,4.90295103498887,+
chr1,111648154,111648206,RAP1A,THP,A,4.90295103498887,+
chr1,235274309,235274325,ARID4B,THP,A,9.6779234254726,-
chr1,77568248,77568356,AC118549.1,THP,A,4.90295103498887,-
chr1,51457858,51457950,EPS15,THP,A,4.90295103498887,-
chr1,35484337,35484418,KIAA0319L,THP,A,4.90295103498887,-
chr1,35521957,35522035,KIAA0319L,THP,A,4.90295103498887,-
chr1,235296295,235296317,ARID4B,THP,A,4.90295103498887,-
chr1,20845672,20845692,EIF4G3,THP,A,4.90295103498887,-
chr1,21779169,21779185,USP48,THP,A,4.90295103498887,-
chr10,133410696,133410704,AL360181.3|MTG1,THP,A,14.6670431202189,+
chr10,74327011,74327137,ADK,THP,A,9.6779234254726,+
chr10,101383853,101384004,BTRC,THP,A,4.90295103498887,+
chr10,21597339,21597431,MLLT10,THP,A,4.90295103498887,+
chr10,120890187,120890277,WDR11,THP,A,4.90295103498887,+
chr10,76002937,76003016,LRMDA,THP,A,4.90295103498887,+
chr10,79094925,79094957,ZMIZ1,THP,A,4.90295103498887,+
chr10,73056578,73056667,P4HA1,THP,A,9.6779234254726,-
chr10,121926155,121926266,ATE1,THP,A,4.90295103498887,-
chr10,103177017,103177096,NT5C2,THP,A,4.90295103498887,-
chr10,58200426,58200501,IPMK,THP,A,4.90295103498887,-
chr10,21833418,21833480,DNAJC1,THP,A,4.90295103498887,-
chr10,73146085,73146118,ECD,THP,A,4.90295103498887,-
chr11,70369492,70369567,PPFIA1,THP,A,14.6670431202189,+
chr11,125668531,125668609,CHEK1,THP,A,9.6779234254726,+
chr11,68921209,68921367,IGHMBP2,THP,A,4.90295103498887,+
chr11,17338988,17339094,NUCB2,THP,A,4.90295103498887,+
chr11,2547195,2547291,KCNQ1,THP,A,4.90295103498887,+
chr11,32972431,32972520,QSER1,THP,A,4.90295103498887,+
chr11,61457980,61458046,AP003108.2,THP,A,4.90295103498887,+
chr11,47982703,47982754,PTPRJ,THP,A,4.90295103498887,+
chr11,17117216,17117302,PIK3C2A,THP,A,4.90295103498887,-
chr11,17112812,17112890,PIK3C2A,THP,A,4.90295103498887,-
chr11,72923880,72923957,FCHSD2,THP,A,4.90295103498887,-
chr11,47519505,47519543,CELF1,THP,A,4.90295103498887,-
chr11,46581520,46581540,AMBRA1,THP,A,4.90295103498887,-
chr12,42375691,42375767,PPHLN1,THP,A,9.6779234254726,+
chr12,93473366,93473462,MRPL42,THP,A,4.90295103498887,+
chr12,104744809,104744877,CHST11,THP,A,4.90295103498887,+
chr12,130877066,130877120,RAN,THP,A,4.90295103498887,+
chr12,68744443,68744466,NUP107,THP,A,4.90295103498887,+
chr12,12762995,12763016,APOLD1,THP,A,4.90295103498887,+
chr12,123292631,123292751,SBNO1,THP,A,17.2599295705648,-
chr12,115959157,115959257,MED13L,THP,A,14.6670431202189,-
chr12,132753651,132753670,ANKLE2,THP,A,9.6779234254726,-
chr12,132753670,132753683,ANKLE2,THP,A,9.6779234254726,-
chr12,132753643,132753651,ANKLE2,THP,A,9.6779234254726,-
chr12,111965901,111965972,TMEM116,THP,A,4.90295103498887,-
chr12,53664400,53664445,ATP5MC2,THP,A,4.90295103498887,-
chr12,50998285,50998310,SLC11A2,THP,A,4.90295103498887,-
chr12,132752519,132752541,ANKLE2,THP,A,4.90295103498887,-
chr13,24426365,24426477,PARP4,THP,A,4.90295103498887,-
chr13,19697845,19697946,PSPC1,THP,A,4.90295103498887,-
chr13,21054360,21054417,LATS2,THP,A,4.90295103498887,-
chr14,102639675,102639760,RCOR1,THP,A,9.6779234254726,+
chr14,50320048,50320175,ATP5S,THP,A,4.90295103498887,+
chr14,73162934,73163020,PSEN1,THP,A,4.90295103498887,+
chr14,90860715,90860810,RPS6KA5,THP,A,9.6779234254726,-
chr14,91053531,91053616,RPS6KA5,THP,A,4.90295103498887,-
chr14,91312691,91312732,CCDC88C,THP,A,4.90295103498887,-
chr15,50475596,50475676,USP8,THP,A,4.90295103498887,+
chr15,90937821,90937898,UNC45A,THP,A,4.90295103498887,+
chr15,36795705,36795780,C15orf41,THP,A,4.90295103498887,+
chr15,41093805,41093856,INO80,THP,A,4.90295103498887,-
chr15,50616742,50616775,TRPM7,THP,A,4.90295103498887,-
chr16,30590274,30590387,AC093249.2,THP,A,4.90295103498887,+
chr16,81839824,81839909,PLCG2,THP,A,4.90295103498887,+
chr16,30496616,30496701,ITGAL,THP,A,4.90295103498887,+
chr16,24143118,24143198,PRKCB,THP,A,4.90295103498887,+
chr16,10985554,10985626,CLEC16A,THP,A,4.90295103498887,+
chr16,55087,55141,SNRNP25,THP,A,4.90295103498887,+
chr16,50300031,50300081,ADCY7,THP,A,4.90295103498887,+
chr16,17174062,17174156,XYLT1,THP,A,4.90295103498887,-
chr16,47133521,47133610,NETO2,THP,A,4.90295103498887,-
chr16,4837875,4837938,GLYR1,THP,A,4.90295103498887,-
chr17,27508716,27508820,KSR1,THP,A,4.90295103498887,+
chr17,48938094,48938161,SNF8,THP,A,9.6779234254726,-
chr17,82109373,82109486,CCDC57,THP,A,4.90295103498887,-
chr17,76317460,76317562,PRPSAP1,THP,A,4.90295103498887,-
chr18,3278189,3278230,MYL12B,THP,A,9.6779234254726,+
chr18,46241662,46241731,C18orf25,THP,A,4.90295103498887,+
chr18,21565871,21565975,ESCO1,THP,A,4.90295103498887,-
chr18,79973543,79973634,TXNL4A,THP,A,4.90295103498887,-
chr19,1947799,1947911,CSNK1G2,THP,A,4.90295103498887,+
chr19,17341954,17342033,GTPBP3,THP,A,4.90295103498887,+
chr19,21401704,21401754,ZNF493,THP,A,4.90295103498887,+
chr19,56096688,56096751,ZNF787,THP,A,4.90295103498887,-
chr19,7195650,7195710,INSR,THP,A,4.90295103498887,-
chr2,135126891,135126966,RAB3GAP1,THP,A,14.6670431202189,+
chr2,190885859,190885946,GLS,THP,A,4.90295103498887,+
chr2,231789372,231789434,COPS7B,THP,A,4.90295103498887,+
chr2,233178419,233178449,INPP5D,THP,A,4.90295103498887,+
chr2,203343214,203343230,ABI2,THP,A,4.90295103498887,+
chr2,159456214,159456325,BAZ2B,THP,A,9.6779234254726,-
chr2,99855600,99855689,AFF3,THP,A,4.90295103498887,-
chr2,121633922,121634002,CLASP1,THP,A,4.90295103498887,-
chr2,214756925,214756985,BARD1,THP,A,4.90295103498887,-
chr2,63456140,63456188,WDPCP,THP,A,4.90295103498887,-
chr2,43959809,43959853,LRPPRC,THP,A,4.90295103498887,-
chr20,3217475,3217544,ITPA,THP,A,14.6670431202189,+
chr20,2857696,2857787,VPS16,THP,A,4.90295103498887,+
chr20,33503636,33503685,CBFA2T2,THP,A,4.90295103498887,+
chr20,44985314,44985347,STK4,THP,A,4.90295103498887,+
chr20,48793113,48793154,PREX1,THP,A,4.90295103498887,-
chr20,38429216,38429243,SNHG17,THP,A,4.90295103498887,-
chr22,26728875,26728964,MIATNB,THP,A,4.90295103498887,+
chr22,41476995,41477069,ACO2,THP,A,4.90295103498887,+
chr22,45697592,45697664,ATXN10,THP,A,4.90295103498887,+
chr3,73014852,73014948,PPP4R2,THP,A,4.90295103498887,+
chr3,58113646,58113726,FLNB,THP,A,4.90295103498887,+
chr3,23581064,23581139,UBE2E2,THP,A,4.90295103498887,+
chr3,17639243,17639353,TBC1D5,THP,A,4.90295103498887,-
chr3,196417278,196417362,UBXN7,THP,A,4.90295103498887,-
chr3,196079584,196079663,TFRC,THP,A,4.90295103498887,-
chr3,185666584,185666641,IGF2BP2,THP,A,4.90295103498887,-
chr3,177113672,177113719,TBL1XR1,THP,A,4.90295103498887,-
chr3,120010784,120010804,GSK3B,THP,A,4.90295103498887,-
chr3,108577874,108577893,CIP2A,THP,A,4.90295103498887,-
chr4,113093344,113093486,ANK2,THP,A,4.90295103498887,+
chr4,38138311,38138398,TBC1D1,THP,A,4.90295103498887,+
chr4,109456348,109456428,SEC24B,THP,A,4.90295103498887,+
chr4,94643053,94643126,PDLIM5,THP,A,4.90295103498887,+
chr4,2504484,2504547,RNF4,THP,A,4.90295103498887,+
chr4,109438143,109438202,SEC24B,THP,A,4.90295103498887,+
chr4,128153421,128153466,LARP1B,THP,A,4.90295103498887,+
chr4,25385986,25386029,ANAPC4,THP,A,4.90295103498887,+
chr4,73082250,73082318,ANKRD17,THP,A,4.90295103498887,-
chr4,84942187,84942207,WDFY3,THP,A,4.90295103498887,-
chr5,180495883,180496026,CNOT6,THP,A,4.90295103498887,+
chr5,170058245,170058357,DOCK2,THP,A,4.90295103498887,+
chr5,169752713,169752819,DOCK2,THP,A,4.90295103498887,+
chr5,149815511,149815605,PPARGC1B,THP,A,4.90295103498887,+
chr5,177180644,177180737,NSD1,THP,A,4.90295103498887,+
chr5,65968555,65968625,ERBIN,THP,A,4.90295103498887,+
chr5,134962424,134962493,PCBD2,THP,A,4.90295103498887,+
chr5,139672093,139672159,CXXC5,THP,A,4.90295103498887,+
chr5,177180274,177180338,NSD1,THP,A,4.90295103498887,+
chr5,7188247,7188304,LINC02196,THP,A,4.90295103498887,+
chr5,141602579,141602697,DIAPH1,THP,A,9.6779234254726,-
chr5,146091747,146091824,PLAC8L1,THP,A,4.90295103498887,-
chr6,28159284,28159420,ZKSCAN8,THP,A,9.6779234254726,+
chr6,106632392,106632460,QRSL1,THP,A,4.90295103498887,+
chr6,85633793,85633813,SYNCRIP,THP,A,9.6779234254726,-
chr6,35489630,35489769,TEAD3,THP,A,4.90295103498887,-
